,endDate,msPlayed,userID,month,day
103,2023-04-13,1715457,0,2023-04,13
104,2023-04-13,2622620,1,2023-04,13
105,2023-04-13,6925672,2,2023-04,13
106,2023-04-14,3045385,1,2023-04,14
107,2023-04-14,6121001,2,2023-04,14
108,2023-04-14,6428893,0,2023-04,14
109,2023-04-15,12360,0,2023-04,15
110,2023-04-15,3404126,2,2023-04,15
111,2023-04-16,4793417,0,2023-04,16
112,2023-04-16,7863039,1,2023-04,16
113,2023-04-16,2796507,2,2023-04,16
114,2023-04-17,1283038,0,2023-04,17
115,2023-04-17,6564199,2,2023-04,17
116,2023-04-17,2478274,1,2023-04,17
117,2023-04-18,4376898,2,2023-04,18
118,2023-04-18,3103861,1,2023-04,18
119,2023-04-18,3363965,0,2023-04,18
120,2023-04-19,12240785,1,2023-04,19
121,2023-04-19,4918944,0,2023-04,19
122,2023-04-19,7161813,2,2023-04,19
123,2023-04-20,1152219,0,2023-04,20
124,2023-04-20,12524801,2,2023-04,20
125,2023-04-20,3127942,1,2023-04,20
126,2023-04-21,168894,2,2023-04,21
127,2023-04-21,4053991,0,2023-04,21
128,2023-04-22,2599932,2,2023-04,22
129,2023-04-22,1029426,0,2023-04,22
130,2023-04-23,2038719,2,2023-04,23
131,2023-04-23,2510970,0,2023-04,23
132,2023-04-24,2181506,2,2023-04,24
133,2023-04-25,2403916,1,2023-04,25
134,2023-04-25,4627638,0,2023-04,25
135,2023-04-25,6555328,2,2023-04,25
136,2023-04-26,3167268,2,2023-04,26
137,2023-04-26,6730940,1,2023-04,26
138,2023-04-26,4903563,0,2023-04,26
139,2023-04-27,3491075,1,2023-04,27
140,2023-04-27,1769106,0,2023-04,27
141,2023-04-27,874025,2,2023-04,27
142,2023-04-28,7177343,2,2023-04,28
143,2023-04-28,3585181,1,2023-04,28
144,2023-04-28,5236420,0,2023-04,28
145,2023-04-29,5429548,2,2023-04,29
146,2023-04-29,9018132,1,2023-04,29
147,2023-04-29,2362437,0,2023-04,29
148,2023-04-30,2831467,0,2023-04,30
149,2023-04-30,8437786,2,2023-04,30
150,2023-05-01,7620767,0,2023-05,01
151,2023-05-01,4854423,2,2023-05,01
152,2023-05-01,1464307,2,2023-05,01
153,2023-05-02,5935458,1,2023-05,02
154,2023-05-02,3589742,0,2023-05,02
155,2023-05-02,6442189,2,2023-05,02
156,2023-05-03,5617393,1,2023-05,03
157,2023-05-03,2264295,0,2023-05,03
158,2023-05-03,8723213,2,2023-05,03
159,2023-05-04,3109526,2,2023-05,04
160,2023-05-05,1518372,0,2023-05,05
161,2023-05-05,7020507,2,2023-05,05
162,2023-05-06,1396619,0,2023-05,06
163,2023-05-06,1144003,2,2023-05,06
164,2023-05-07,5501513,0,2023-05,07
165,2023-05-07,379415,2,2023-05,07
166,2023-05-08,2803974,0,2023-05,08
167,2023-05-08,10713652,2,2023-05,08
168,2023-05-09,7927831,2,2023-05,09
169,2023-05-09,4601827,0,2023-05,09
170,2023-05-10,3603173,0,2023-05,10
171,2023-05-10,701170,2,2023-05,10
172,2023-05-11,4505071,0,2023-05,11
173,2023-05-11,2361756,2,2023-05,11
174,2023-05-12,6830668,2,2023-05,12
175,2023-05-12,3859672,0,2023-05,12
176,2023-05-13,1278286,0,2023-05,13
177,2023-05-13,18246647,2,2023-05,13
178,2023-05-14,2174414,0,2023-05,14
179,2023-05-14,1834125,2,2023-05,14
180,2023-05-15,2432643,2,2023-05,15
181,2023-05-15,3237154,0,2023-05,15
182,2023-05-16,5130885,2,2023-05,16
183,2023-05-17,3351331,0,2023-05,17
184,2023-05-17,7555401,2,2023-05,17
185,2023-05-18,9145796,2,2023-05,18
186,2023-05-18,1414861,0,2023-05,18
187,2023-05-18,6108331,1,2023-05,18
188,2023-05-19,9342817,2,2023-05,19
189,2023-05-19,5172023,0,2023-05,19
190,2023-05-19,6960139,1,2023-05,19
191,2023-05-20,3919603,0,2023-05,20
192,2023-05-20,12610953,2,2023-05,20
193,2023-05-20,6291742,1,2023-05,20
194,2023-05-21,3578481,1,2023-05,21
195,2023-05-21,427107,0,2023-05,21
196,2023-05-21,8601459,2,2023-05,21
197,2023-05-22,940849,2,2023-05,22
198,2023-05-22,4137132,1,2023-05,22
199,2023-05-22,4555147,0,2023-05,22
200,2023-05-23,7590045,2,2023-05,23
201,2023-05-23,3785243,1,2023-05,23
202,2023-05-23,2828334,0,2023-05,23
203,2023-05-24,11818301,2,2023-05,24
204,2023-05-24,7038558,1,2023-05,24
205,2023-05-25,2219073,1,2023-05,25
206,2023-05-25,3623275,2,2023-05,25
207,2023-05-26,6597689,1,2023-05,26
208,2023-05-26,8666426,2,2023-05,26
209,2023-05-26,1911792,0,2023-05,26
210,2023-05-27,9644752,1,2023-05,27
211,2023-05-27,2598067,0,2023-05,27
212,2023-05-27,7536298,2,2023-05,27
213,2023-05-28,12725443,1,2023-05,28
214,2023-05-28,6916855,2,2023-05,28
215,2023-05-28,3908029,0,2023-05,28
216,2023-05-29,4957755,1,2023-05,29
217,2023-05-29,5960133,2,2023-05,29
218,2023-05-29,651159,0,2023-05,29
219,2023-05-30,2848029,1,2023-05,30
220,2023-05-30,6264914,2,2023-05,30
221,2023-05-30,3634536,0,2023-05,30
222,2023-05-31,1467863,1,2023-05,31
223,2023-05-31,3614130,2,2023-05,31
224,2023-05-31,1661813,0,2023-05,31
225,2023-06-01,4134028,1,2023-06,01
226,2023-06-01,962067,2,2023-06,01
227,2023-06-02,2251129,1,2023-06,02
228,2023-06-02,1788614,0,2023-06,02
229,2023-06-02,7217030,2,2023-06,02
230,2023-06-03,2202331,0,2023-06,03
231,2023-06-03,1510480,2,2023-06,03
232,2023-06-03,4767317,1,2023-06,03
233,2023-06-04,1914549,0,2023-06,04
234,2023-06-04,22360,2,2023-06,04
235,2023-06-04,3061848,1,2023-06,04
236,2023-06-05,3557113,0,2023-06,05
237,2023-06-05,4366866,1,2023-06,05
238,2023-06-05,1752734,2,2023-06,05
239,2023-06-06,8276739,1,2023-06,06
240,2023-06-06,4778939,0,2023-06,06
241,2023-06-06,5747604,2,2023-06,06
242,2023-06-07,3462599,2,2023-06,07
243,2023-06-07,1648580,1,2023-06,07
244,2023-06-08,1354008,1,2023-06,08
245,2023-06-08,7993707,2,2023-06,08
246,2023-06-08,1180656,0,2023-06,08
247,2023-06-09,13067130,2,2023-06,09
248,2023-06-09,4774517,0,2023-06,09
249,2023-06-09,5421391,1,2023-06,09
250,2023-06-10,2680944,2,2023-06,10
251,2023-06-10,8445011,0,2023-06,10
252,2023-06-10,5405105,1,2023-06,10
253,2023-06-11,4541686,2,2023-06,11
254,2023-06-11,5953975,1,2023-06,11
255,2023-06-12,10474818,2,2023-06,12
256,2023-06-12,3694529,1,2023-06,12
257,2023-06-12,2918487,0,2023-06,12
258,2023-06-13,1804445,0,2023-06,13
259,2023-06-13,5986019,2,2023-06,13
260,2023-06-14,3486235,1,2023-06,14
261,2023-06-14,4248595,2,2023-06,14
262,2023-06-14,849024,0,2023-06,14
263,2023-06-15,3533612,1,2023-06,15
264,2023-06-15,4415845,0,2023-06,15
265,2023-06-16,4822677,0,2023-06,16
266,2023-06-16,1532533,2,2023-06,16
267,2023-06-16,3037574,1,2023-06,16
268,2023-06-17,6796685,0,2023-06,17
269,2023-06-17,8137883,2,2023-06,17
270,2023-06-17,6505188,1,2023-06,17
271,2023-06-18,4595206,2,2023-06,18
272,2023-06-18,5413597,1,2023-06,18
273,2023-06-19,14719948,2,2023-06,19
274,2023-06-19,4587175,1,2023-06,19
275,2023-06-19,1738516,0,2023-06,19
276,2023-06-20,2073478,2,2023-06,20
277,2023-06-20,1318573,0,2023-06,20
278,2023-06-20,4764600,1,2023-06,20
279,2023-06-21,2853119,2,2023-06,21
280,2023-06-21,1561617,0,2023-06,21
281,2023-06-21,4609165,1,2023-06,21
282,2023-06-22,4037872,1,2023-06,22
283,2023-06-22,1620176,2,2023-06,22
284,2023-06-23,2706407,1,2023-06,23
285,2023-06-23,1303872,2,2023-06,23
286,2023-06-23,3425273,0,2023-06,23
287,2023-06-24,4763802,1,2023-06,24
288,2023-06-24,71340,2,2023-06,24
289,2023-06-25,1877275,0,2023-06,25
290,2023-06-25,679085,2,2023-06,25
291,2023-06-25,4631119,1,2023-06,25
292,2023-06-26,9785291,0,2023-06,26
293,2023-06-26,727558,1,2023-06,26
294,2023-06-26,204639,2,2023-06,26
295,2023-06-27,3170609,1,2023-06,27
296,2023-06-27,2359269,0,2023-06,27
297,2023-06-28,1191216,0,2023-06,28
298,2023-06-28,1228202,2,2023-06,28
299,2023-06-28,1658426,1,2023-06,28
300,2023-06-29,2761671,2,2023-06,29
301,2023-06-29,1799689,0,2023-06,29
302,2023-06-29,6252501,1,2023-06,29
303,2023-06-30,2544903,1,2023-06,30
304,2023-06-30,39611864,2,2023-06,30
305,2023-06-30,2288055,0,2023-06,30
306,2023-07-01,715507,2,2023-07,01
307,2023-07-01,4910963,1,2023-07,01
308,2023-07-01,6698581,0,2023-07,01
309,2023-07-02,7261633,0,2023-07,02
310,2023-07-02,5841101,2,2023-07,02
311,2023-07-02,5691649,1,2023-07,02
312,2023-07-03,1616095,0,2023-07,03
313,2023-07-03,2847942,1,2023-07,03
314,2023-07-03,20781937,2,2023-07,03
315,2023-07-04,4540,0,2023-07,04
316,2023-07-04,2819121,2,2023-07,04
317,2023-07-04,5819622,1,2023-07,04
318,2023-07-05,4013541,0,2023-07,05
319,2023-07-05,1631067,1,2023-07,05
320,2023-07-05,4264726,2,2023-07,05
321,2023-07-06,1344150,2,2023-07,06
322,2023-07-06,4284553,0,2023-07,06
323,2023-07-06,2072754,1,2023-07,06
324,2023-07-07,5228645,0,2023-07,07
325,2023-07-07,7420902,2,2023-07,07
326,2023-07-07,2797413,1,2023-07,07
327,2023-07-08,13780,0,2023-07,08
328,2023-07-08,3511577,2,2023-07,08
329,2023-07-08,6900837,1,2023-07,08
330,2023-07-09,1234475,0,2023-07,09
331,2023-07-09,6053157,2,2023-07,09
332,2023-07-09,7051962,1,2023-07,09
333,2023-07-10,6263170,2,2023-07,10
334,2023-07-10,1947322,1,2023-07,10
335,2023-07-10,3485268,0,2023-07,10
336,2023-07-11,10914185,2,2023-07,11
337,2023-07-11,3461985,1,2023-07,11
338,2023-07-11,1058884,0,2023-07,11
339,2023-07-12,1280401,0,2023-07,12
340,2023-07-12,672789,2,2023-07,12
341,2023-07-12,2603627,1,2023-07,12
342,2023-07-13,5476639,0,2023-07,13
343,2023-07-13,5391870,2,2023-07,13
344,2023-07-13,3430581,1,2023-07,13
345,2023-07-14,5804909,2,2023-07,14
346,2023-07-14,1964715,1,2023-07,14
347,2023-07-14,3913510,0,2023-07,14
348,2023-07-15,5290466,0,2023-07,15
349,2023-07-15,5030424,1,2023-07,15
350,2023-07-15,6581677,2,2023-07,15
351,2023-07-16,1850289,1,2023-07,16
352,2023-07-16,5035797,0,2023-07,16
353,2023-07-17,4927728,2,2023-07,17
354,2023-07-17,472756,1,2023-07,17
355,2023-07-17,4623121,0,2023-07,17
356,2023-07-18,3310023,1,2023-07,18
357,2023-07-18,4404807,0,2023-07,18
358,2023-07-18,9117819,2,2023-07,18
359,2023-07-19,3328161,1,2023-07,19
360,2023-07-19,5123632,2,2023-07,19
361,2023-07-19,1287600,0,2023-07,19
362,2023-07-20,6541079,2,2023-07,20
363,2023-07-20,569229,1,2023-07,20
364,2023-07-20,3802449,0,2023-07,20
365,2023-07-21,3382033,1,2023-07,21
366,2023-07-21,2238944,0,2023-07,21
367,2023-07-21,10096033,2,2023-07,21
368,2023-07-22,9653356,1,2023-07,22
369,2023-07-22,11675245,2,2023-07,22
370,2023-07-22,5770133,0,2023-07,22
371,2023-07-23,3983714,1,2023-07,23
372,2023-07-23,1868914,2,2023-07,23
373,2023-07-24,1296216,0,2023-07,24
374,2023-07-24,1766160,1,2023-07,24
375,2023-07-24,8707034,2,2023-07,24
376,2023-07-25,2182119,0,2023-07,25
377,2023-07-25,3602529,1,2023-07,25
378,2023-07-25,48859404,2,2023-07,25
379,2023-07-26,2823191,0,2023-07,26
380,2023-07-26,27861044,2,2023-07,26
381,2023-07-26,1770829,1,2023-07,26
382,2023-07-27,3081654,0,2023-07,27
383,2023-07-27,15348195,2,2023-07,27
384,2023-07-27,1163225,1,2023-07,27
385,2023-07-28,384,1,2023-07,28
386,2023-07-28,4818741,2,2023-07,28
387,2023-07-29,2070694,0,2023-07,29
388,2023-07-29,4791561,1,2023-07,29
389,2023-07-29,913632,2,2023-07,29
390,2023-07-30,15821114,2,2023-07,30
391,2023-07-30,2611645,1,2023-07,30
392,2023-07-31,4449547,1,2023-07,31
393,2023-07-31,2040569,0,2023-07,31
394,2023-07-31,4460389,2,2023-07,31
395,2023-08-01,1205488,2,2023-08,01
396,2023-08-01,479660,1,2023-08,01
397,2023-08-02,4057908,0,2023-08,02
398,2023-08-02,21217,1,2023-08,02
399,2023-08-02,2933120,2,2023-08,02
400,2023-08-03,8441519,0,2023-08,03
401,2023-08-03,1536488,1,2023-08,03
402,2023-08-03,2102442,2,2023-08,03
403,2023-08-04,6638740,2,2023-08,04
404,2023-08-04,1172457,0,2023-08,04
405,2023-08-04,7155413,1,2023-08,04
406,2023-08-05,3227049,2,2023-08,05
407,2023-08-05,1010476,0,2023-08,05
408,2023-08-05,3673214,1,2023-08,05
409,2023-08-06,6991772,1,2023-08,06
410,2023-08-06,4040095,0,2023-08,06
411,2023-08-06,3272313,2,2023-08,06
412,2023-08-07,4360382,2,2023-08,07
413,2023-08-07,1325489,1,2023-08,07
414,2023-08-08,1563493,1,2023-08,08
415,2023-08-08,8219206,2,2023-08,08
416,2023-08-08,3551394,0,2023-08,08
417,2023-08-09,6032463,2,2023-08,09
418,2023-08-09,1368580,0,2023-08,09
419,2023-08-09,1046827,1,2023-08,09
420,2023-08-10,1319275,0,2023-08,10
421,2023-08-10,1811014,1,2023-08,10
422,2023-08-11,260432,0,2023-08,11
423,2023-08-11,255595,2,2023-08,11
424,2023-08-11,3715510,1,2023-08,11
425,2023-08-12,2223758,0,2023-08,12
426,2023-08-13,1089313,2,2023-08,13
427,2023-08-13,3570436,1,2023-08,13
428,2023-08-14,1912741,1,2023-08,14
429,2023-08-14,6028880,0,2023-08,14
430,2023-08-14,7896789,2,2023-08,14
431,2023-08-15,8444709,2,2023-08,15
432,2023-08-15,3827635,1,2023-08,15
433,2023-08-15,7853829,0,2023-08,15
434,2023-08-16,4524003,1,2023-08,16
435,2023-08-16,2550122,0,2023-08,16
436,2023-08-16,8741031,2,2023-08,16
437,2023-08-17,2183149,1,2023-08,17
438,2023-08-17,3820192,2,2023-08,17
439,2023-08-17,400719,0,2023-08,17
440,2023-08-18,6133398,1,2023-08,18
441,2023-08-18,6091263,2,2023-08,18
442,2023-08-18,2776034,0,2023-08,18
443,2023-08-19,7454626,1,2023-08,19
444,2023-08-19,3754711,0,2023-08,19
445,2023-08-19,5954020,2,2023-08,19
446,2023-08-20,17514,1,2023-08,20
447,2023-08-20,3440228,0,2023-08,20
448,2023-08-20,3916860,2,2023-08,20
449,2023-08-21,631568,2,2023-08,21
450,2023-08-21,2746412,0,2023-08,21
451,2023-08-22,240118,1,2023-08,22
452,2023-08-22,1214118,0,2023-08,22
453,2023-08-22,16973,2,2023-08,22
454,2023-08-22,4802656,2,2023-08,22
455,2023-08-23,276659,0,2023-08,23
456,2023-08-23,920192,2,2023-08,23
457,2023-08-24,2948058,1,2023-08,24
458,2023-08-24,9956686,0,2023-08,24
459,2023-08-25,6807,0,2023-08,25
460,2023-08-25,750328,2,2023-08,25
461,2023-08-25,2863515,1,2023-08,25
462,2023-08-26,8210002,2,2023-08,26
463,2023-08-26,4038082,1,2023-08,26
464,2023-08-26,2474830,0,2023-08,26
465,2023-08-27,1684896,1,2023-08,27
466,2023-08-27,4588015,2,2023-08,27
467,2023-08-28,6116274,0,2023-08,28
468,2023-08-28,6719803,2,2023-08,28
469,2023-08-28,2796021,1,2023-08,28
470,2023-08-29,8228338,0,2023-08,29
471,2023-08-29,1511509,2,2023-08,29
472,2023-08-30,3271828,0,2023-08,30
473,2023-08-30,229200,2,2023-08,30
474,2023-08-31,7156222,2,2023-08,31
475,2023-08-31,4083059,0,2023-08,31
476,2023-09-01,2809580,0,2023-09,01
477,2023-09-01,2548584,1,2023-09,01
478,2023-09-01,5204900,2,2023-09,01
479,2023-09-02,2538367,1,2023-09,02
480,2023-09-02,5473527,2,2023-09,02
481,2023-09-03,4053270,1,2023-09,03
482,2023-09-03,3881604,0,2023-09,03
483,2023-09-04,4577845,2,2023-09,04
484,2023-09-04,2761885,0,2023-09,04
485,2023-09-05,6109586,2,2023-09,05
486,2023-09-05,2087157,0,2023-09,05
487,2023-09-06,2206342,1,2023-09,06
488,2023-09-06,6574274,2,2023-09,06
489,2023-09-06,3582530,0,2023-09,06
490,2023-09-07,6882122,2,2023-09,07
491,2023-09-07,1180766,1,2023-09,07
492,2023-09-07,4482141,0,2023-09,07
493,2023-09-08,1098425,2,2023-09,08
494,2023-09-08,2693153,1,2023-09,08
495,2023-09-08,6582951,0,2023-09,08
496,2023-09-09,1715158,0,2023-09,09
497,2023-09-09,16102739,2,2023-09,09
498,2023-09-09,21589,1,2023-09,09
499,2023-09-10,1294055,2,2023-09,10
500,2023-09-10,420931,1,2023-09,10
501,2023-09-10,2967490,0,2023-09,10
502,2023-09-11,9516998,2,2023-09,11
503,2023-09-11,3187019,0,2023-09,11
504,2023-09-12,2424940,0,2023-09,12
505,2023-09-12,5909751,2,2023-09,12
506,2023-09-13,1409865,1,2023-09,13
507,2023-09-13,2969869,0,2023-09,13
508,2023-09-13,7278087,2,2023-09,13
509,2023-09-14,3904426,1,2023-09,14
510,2023-09-14,8354947,2,2023-09,14
511,2023-09-15,155178,1,2023-09,15
512,2023-09-15,16803017,2,2023-09,15
513,2023-09-16,11164639,2,2023-09,16
514,2023-09-16,9260,0,2023-09,16
515,2023-09-17,2319013,0,2023-09,17
516,2023-09-17,10497188,1,2023-09,17
517,2023-09-17,466537,2,2023-09,17
518,2023-09-18,2888994,1,2023-09,18
519,2023-09-18,3589624,0,2023-09,18
520,2023-09-18,8989563,2,2023-09,18
521,2023-09-19,16585152,2,2023-09,19
522,2023-09-19,1497374,0,2023-09,19
523,2023-09-20,1276683,2,2023-09,20
524,2023-09-20,5515601,0,2023-09,20
525,2023-09-21,2157540,2,2023-09,21
526,2023-09-21,3106253,1,2023-09,21
527,2023-09-21,2785597,0,2023-09,21
528,2023-09-22,4277884,2,2023-09,22
529,2023-09-22,3042846,0,2023-09,22
530,2023-09-23,7492505,1,2023-09,23
531,2023-09-23,2895341,0,2023-09,23
532,2023-09-24,3609485,0,2023-09,24
533,2023-09-24,1184172,2,2023-09,24
534,2023-09-24,882252,1,2023-09,24
535,2023-09-25,4704465,0,2023-09,25
536,2023-09-25,5628286,2,2023-09,25
537,2023-09-25,10063368,1,2023-09,25
538,2023-09-26,5106704,0,2023-09,26
539,2023-09-26,8024037,2,2023-09,26
540,2023-09-27,6641597,0,2023-09,27
541,2023-09-27,682080,2,2023-09,27
542,2023-09-27,971727,1,2023-09,27
543,2023-09-28,3640093,0,2023-09,28
544,2023-09-28,5884602,2,2023-09,28
545,2023-09-28,903474,1,2023-09,28
546,2023-09-29,3940718,0,2023-09,29
547,2023-09-29,9832511,2,2023-09,29
548,2023-09-29,4012953,1,2023-09,29
549,2023-09-30,369349,1,2023-09,30
550,2023-09-30,7213907,0,2023-09,30
551,2023-10-01,11716335,1,2023-10,01
552,2023-10-02,6572913,0,2023-10,02
553,2023-10-02,4208970,2,2023-10,02
554,2023-10-03,5549213,0,2023-10,03
555,2023-10-03,6146352,2,2023-10,03
556,2023-10-03,8001457,1,2023-10,03
557,2023-10-04,410738,0,2023-10,04
558,2023-10-04,5479052,2,2023-10,04
559,2023-10-05,11335300,2,2023-10,05
560,2023-10-05,2241572,0,2023-10,05
561,2023-10-06,1282674,1,2023-10,06
562,2023-10-06,1501437,0,2023-10,06
563,2023-10-06,13936055,2,2023-10,06
564,2023-10-07,2710078,2,2023-10,07
565,2023-10-07,9766900,1,2023-10,07
566,2023-10-07,3178644,0,2023-10,07
567,2023-10-08,7107521,1,2023-10,08
568,2023-10-08,4946264,0,2023-10,08
569,2023-10-09,1777785,2,2023-10,09
570,2023-10-09,4171677,0,2023-10,09
571,2023-10-09,3789571,1,2023-10,09
572,2023-10-10,405699,1,2023-10,10
573,2023-10-10,816422,2,2023-10,10
574,2023-10-10,3577831,0,2023-10,10
575,2023-10-11,4878006,0,2023-10,11
576,2023-10-11,210407,2,2023-10,11
577,2023-10-12,4996168,2,2023-10,12
578,2023-10-12,876093,0,2023-10,12
579,2023-10-13,11932635,2,2023-10,13
580,2023-10-13,4811795,0,2023-10,13
581,2023-10-13,5056425,1,2023-10,13
582,2023-10-14,1943130,0,2023-10,14
583,2023-10-14,662533,1,2023-10,14
584,2023-10-14,21217367,2,2023-10,14
585,2023-10-15,2222019,0,2023-10,15
586,2023-10-15,2523660,1,2023-10,15
587,2023-10-15,8209473,2,2023-10,15
588,2023-10-16,5602429,0,2023-10,16
589,2023-10-16,6407294,1,2023-10,16
590,2023-10-16,13587953,2,2023-10,16
591,2023-10-17,6139161,2,2023-10,17
592,2023-10-17,2243969,0,2023-10,17
593,2023-10-18,5754351,1,2023-10,18
594,2023-10-18,1445255,2,2023-10,18
595,2023-10-18,2609692,0,2023-10,18
596,2023-10-19,7205199,2,2023-10,19
597,2023-10-19,2545998,1,2023-10,19
598,2023-10-19,2209921,0,2023-10,19
599,2023-10-20,8601155,1,2023-10,20
600,2023-10-20,4602770,0,2023-10,20
601,2023-10-20,9376583,2,2023-10,20
602,2023-10-21,1005869,2,2023-10,21
603,2023-10-21,4015953,0,2023-10,21
604,2023-10-21,10072201,1,2023-10,21
605,2023-10-22,542258,0,2023-10,22
606,2023-10-22,3719657,2,2023-10,22
607,2023-10-22,1914081,1,2023-10,22
608,2023-10-23,2314629,0,2023-10,23
609,2023-10-23,4386414,1,2023-10,23
610,2023-10-23,4816353,2,2023-10,23
611,2023-10-24,9222265,2,2023-10,24
612,2023-10-24,3956809,1,2023-10,24
613,2023-10-24,4207355,0,2023-10,24
614,2023-10-25,4420386,0,2023-10,25
615,2023-10-25,1665223,2,2023-10,25
616,2023-10-26,2506401,0,2023-10,26
617,2023-10-26,17602896,2,2023-10,26
618,2023-10-26,3967021,1,2023-10,26
619,2023-10-27,3973205,2,2023-10,27
620,2023-10-27,3180058,0,2023-10,27
621,2023-10-27,5046548,1,2023-10,27
622,2023-10-28,2592414,0,2023-10,28
623,2023-10-28,22322229,2,2023-10,28
624,2023-10-29,6226589,2,2023-10,29
625,2023-10-29,713159,0,2023-10,29
626,2023-10-30,4104162,0,2023-10,30
627,2023-10-30,1061571,2,2023-10,30
628,2023-10-31,1104460,0,2023-10,31
629,2023-10-31,7559897,2,2023-10,31
630,2023-11-01,6700590,0,2023-11,01
631,2023-11-01,3612733,2,2023-11,01
632,2023-11-02,11396999,2,2023-11,02
633,2023-11-02,1631415,0,2023-11,02
634,2023-11-03,5121328,0,2023-11,03
635,2023-11-03,7434495,2,2023-11,03
636,2023-11-04,6460417,2,2023-11,04
637,2023-11-05,1876227,0,2023-11,05
638,2023-11-05,3036228,2,2023-11,05
639,2023-11-06,5197030,2,2023-11,06
640,2023-11-06,3543367,0,2023-11,06
641,2023-11-07,7859750,0,2023-11,07
642,2023-11-07,246897,2,2023-11,07
643,2023-11-08,3761045,0,2023-11,08
644,2023-11-08,7466215,2,2023-11,08
645,2023-11-09,4724425,0,2023-11,09
646,2023-11-09,6529227,2,2023-11,09
